date,time,message
6/11/2026,23:18,Where twinkies named after twinks
6/11/2026,23:18,*are
6/11/2026,23:20,Twinkies
6/11/2026,23:21,Isnt inside a little faster
6/11/2026,23:22,Blue
6/11/2026,23:24,Stoner do you think you could remake the sonic mario kissing image but with mario and baldie kissing instead
6/11/2026,23:28,Tall talking about it like voldemort
6/11/2026,23:28,*Yall
6/11/2026,23:28,Im getting fmo for the furry porn
6/11/2026,23:30,I wish Ivy git a wr during this part of the convo
6/11/2026,23:31,I imagine 2048 is to Ivy what a cigarette break is to a ww2 solider
6/11/2026,23:33,Im just got a sub 15 in the mario mod
6/11/2026,23:33,W
6/11/2026,23:34,If they open source the multiplayer mod it would be easy
6/11/2026,23:35,They did it the last time so Im guessibg theyd do it agian
6/11/2026,23:35,Ive thought of some ideas
6/11/2026,23:36,Like mariocart type game mode would be kinda cool
6/11/2026,23:37,I have a prototype for a mariocart mod but it was to buggy
6/11/2026,23:38,I had setup like squish thing and big player and like a bullet bill and mushroom
6/11/2026,23:38,Mushrooms on laubchers were kinda cool tech
6/11/2026,23:39,You could ntg take the launcher inside mm to dh almost
6/11/2026,23:40,There are triggers for ragdoll you can make happen when you touch an item
6/11/2026,23:40,You also have it from the fall yfi
6/11/2026,23:41,I can set custom enter and leave states for ragdoll if I wanted
6/11/2026,23:41,Like how practicemod can turn of ragdoll
6/11/2026,23:42,I had a hard time setting up items for how you throw or put them on someone
6/11/2026,23:42,Maps isnt really made for that kinda thing
6/11/2026,23:44,I also made a live minimap but it was kinda useless
6/11/2026,23:45,It was a 3d map with dots for where they were and it zooms out to fit all players but you cant really tell where people were
6/11/2026,23:46,It sounded cool but it is like impossubke to tell where in a room 3 players were and with 5+ people it was unusable
6/11/2026,23:47,Yeah I think thats what Laym did
6/11/2026,23:47,Better idea fr
6/11/2026,23:47,Thats fire
6/11/2026,23:48,And I can make baldies material rubber
6/11/2026,23:48,Or I just hide baldie and show the ball but make the ball rubber so it looks like a rubber ball bouncing
6/11/2026,23:50,Green hates green balls
6/11/2026,23:52,Incredible thumbnail
6/11/2026,23:53,You should do a baldie cosplay
6/11/2026,23:55,The get to work convetuon sounds like an indeed event
6/11/2026,23:57,We still see discord bottom left
6/11/2026,23:58,I wish I could draw
6/11/2026,23:59,Will starting soon screen be a sporuting bean
6/12/2026,00:00,For every bean stream a bean is born and dies of old age when he ends
6/12/2026,00:00,Like the water cycle
6/12/2026,00:01,We cant hear them
6/14/2026,05:12,Nope
6/14/2026,05:13,Documentation reading stream peepoHappy
6/14/2026,05:14,Thata ivys chat lol
6/14/2026,05:15,
6/14/2026,05:17,Praying for lowgrab
6/14/2026,05:18,What drink?
6/14/2026,05:18,We dont goy baja blasts in Europe
6/14/2026,05:21,Audio is good on beans stream
6/14/2026,05:22,Greenlean
6/14/2026,05:22,Avocado toast has to be some millenial mind control its so mid
6/14/2026,05:23,"Cant belive my goat does like Guac :,("
6/14/2026,05:23,Doesnt
6/14/2026,05:24,@kondikexd you havent tasted my white persok taco its filled with guac
6/14/2026,05:25,I watched that no?
6/14/2026,05:25,It was a horribke race
6/14/2026,05:26,We dont got Aga ?
6/14/2026,05:27,Yeah aga
6/14/2026,05:28,https://7tv.app/emotes/01KK2CN26C9ZV1DFMJRVZ08BS7
6/14/2026,05:29,Thats what it says in chinese
6/14/2026,05:29,It says like I fucking love quint so much
6/14/2026,05:30,Wait fire idea ivy
6/14/2026,05:30,Your idea
6/14/2026,05:31,Lol beans audio is so quiet here lol
6/14/2026,05:31,Double lol Ima kms
6/14/2026,05:33,Beans voice gets over powered by the grab sounds
6/14/2026,05:36,Woah
6/14/2026,05:36,Jide was putting hexes on you
6/14/2026,05:37,Did yall see th Knicks won
6/14/2026,05:38,Why is your third split always gold
6/14/2026,05:39,!gamble all
6/14/2026,05:39,@buzzerfooood very rarly if you dont count Ivy taking her own records
6/14/2026,05:42,30 viewers = 24 hour stream!
6/14/2026,05:43,Chat loves lowgrab!
6/14/2026,05:44,I see like 3 messages about lowgrab per stream
6/14/2026,05:45,You can still go for chippy%
6/14/2026,05:46,Ohhh shit jide
6/14/2026,05:46,Hahaha
6/14/2026,05:47,I have a buddy who is really into pegging yall would prob get alonh
6/14/2026,05:49,Could you submit a run with 900 grabs to low doink and get it?
6/14/2026,05:51,This would be a horrible conversation in the background if you got wr
6/14/2026,05:54,Is there a setup for your mmi
6/14/2026,05:55,Google penis
6/14/2026,05:56,Ĺmao
6/14/2026,05:56,If you séarch peg on twitch this stream shows up
6/14/2026,05:58,boatyHorseJAM
6/14/2026,05:59,Is jide even here?
6/14/2026,06:02,Put on horse racing
6/14/2026,06:03,@everycatmatters when are you gomna start speedrunninh gtw
6/14/2026,06:04,Come to Norway
6/14/2026,06:05,Aurora are you Norwegian?
6/14/2026,06:07,What is the Norwegian soace laser crisis
6/14/2026,06:07,Stream is good for me
6/14/2026,06:08,Turning the serbians gay for pride month
6/14/2026,06:09,Im never dying
6/14/2026,06:11,This the stuff they dont teach you in school
6/14/2026,06:12,@aurorachill this is not english gang
6/14/2026,06:13,Im 2 0 years old
6/14/2026,06:15,@frostkillere larp spelt zyn wrong
6/14/2026,06:19,Drake for sure
6/14/2026,06:20,I opened my bank app yesterday and saw an ad to buy spacex stock lmao
6/14/2026,06:25,Americans are cursed with 100 year old presidents
6/14/2026,06:26,Woah if Ivy wasnt born that is crazy
6/14/2026,06:28,There is an 19 year old in the Norwegian parliment
6/14/2026,06:32,When is jide getting a png tuber
6/14/2026,06:32,Il draw you bro
6/14/2026,06:34,1k bits reward
6/14/2026,06:35,Im 6 foot
6/14/2026,06:36,Read it
6/14/2026,06:37,"I think we should tax people over 6""1 25% of their income"
6/14/2026,06:40,!gamble all
6/14/2026,06:41,!gamble all win
6/14/2026,06:41,I lost everything man
6/14/2026,06:42,I fucking lost everything
6/14/2026,06:42,Google bean inflation for more info
6/14/2026,06:44,Rymo crymo rino gyno heyloi
6/14/2026,06:45,Yeah
6/14/2026,06:45,Notice how Ivys record improve when ai gets better
6/14/2026,06:45,#noticing
6/14/2026,06:47,Thats such a bad sentnence
6/14/2026,06:48,Does swimming in the ocean count as bathing
6/14/2026,06:48,Im usally drunk and eating hotdogs
6/14/2026,06:49,Yupp thats me!
6/14/2026,06:50,!dizzy
6/14/2026,06:51,That was world record pace
6/14/2026,06:52,!LowgrabNextCatagoryYesPlease
6/14/2026,06:52,Guess my hours
6/14/2026,06:53,400
6/14/2026,06:53,I had to check lol
6/14/2026,06:54,Oh my god let me check agian
6/14/2026,06:54,Lol 400 is way off
6/14/2026,06:54,It was 373.3
6/14/2026,06:55,Holy shit so loud
6/14/2026,06:57,Legit jumpscared me so bad
6/14/2026,06:57,It was crazy loud
6/14/2026,06:58,Im poor man
6/14/2026,06:58,That reset cost le everything
6/14/2026,06:58,Aurora like auroraborialis
6/14/2026,06:59,Im here all the time
6/14/2026,06:59,!followage
6/14/2026,06:59,What happend
6/14/2026,07:02,redeemed choose catagory: play lowgrab pleae
6/14/2026,07:05,redeemed 24 hour stream: 24 hours yay
6/14/2026,07:06,!pb
6/14/2026,07:07,RaveTime
6/14/2026,07:08,!pb
6/14/2026,07:10,Is the slay the spire board game good
6/14/2026,07:12,I heard trush dookie too
6/14/2026,07:13,The word is lowgrab
6/14/2026,07:16,@aurorachill real fire
6/14/2026,07:17,That might have been auros bedt chat
6/14/2026,07:18,An amazing chat
6/14/2026,07:19,I played pokemon on the DS but the switch pokemon games cost 100$
6/14/2026,07:20,The switch games cost more in Norway because we have higher avrage income
6/14/2026,07:22,If you stream for 2 more hours I can redeem lowgrab ivy
6/14/2026,07:23,!lowgrab
6/14/2026,07:23,@zcknew everyone loves lowgrab
6/14/2026,07:24,LETS GOO
6/14/2026,07:25,SEE HOW WE CAN MAKE THE ELITES CAVE IF THE COLLECTIVE WORK AS ONE
6/14/2026,07:26,This is like the jide hydrate incident
6/14/2026,07:27,This is the best stream ever
6/14/2026,07:28,Havent you missed this ivy
6/14/2026,07:29,The best catagory
6/14/2026,07:31,Ken you almost missed the lowgrab run
6/14/2026,07:32,@kentictv not a pb but Ivy is playing lowgrab
6/14/2026,07:33,Are you having fun
6/14/2026,07:33,Im lowkey ragebaiting
6/14/2026,07:35,I made a chart to compare players but Ivy is so good that the chart becomes broken
6/14/2026,07:36,No everyone wanted this
6/14/2026,07:37,@zcknew 500 grabs 31 mintues
6/14/2026,07:39,Ivy raid
6/14/2026,07:39,Wasnt that the best stream ever
6/14/2026,07:39,Me???
6/14/2026,07:39,Do it
6/14/2026,07:39,YESS
6/14/2026,07:39,See even Ivy wants lowgrab
6/14/2026,07:41,Horribke wording
6/14/2026,07:43,Jide gonna be standing in the ceo room until Ivy has to get sub 25
6/14/2026,07:44,!god
6/14/2026,07:44,Im taxing them
6/14/2026,07:45,There will be a hot person thive that goes to mt bank account
6/14/2026,07:47,Ivy is to old to be the youth
6/14/2026,07:48,What
6/14/2026,07:49,Everyone that is 1 year older than me is unc
6/14/2026,07:49,Nt
6/14/2026,07:57,"@everycatmatters I would say 15-24 to be the youth, since that's around when you start and finish high school and university(atleast in Norway). More or less, but imo youth is mainly just before you get a steady job that you'll work at for a long time."
6/14/2026,07:57,Typers
6/14/2026,07:58,Lowgrab run to end it off?
6/14/2026,07:58,!lowgrab
6/14/2026,07:59,Greenbean is live
6/14/2026,08:00,Damn he really got the cheese handle
6/14/2026,08:00,Bean and cheese is yummy
6/21/2026,21:48,I call my dad Anders
6/21/2026,21:48,his name
6/21/2026,22:08,Is the Ivy song playing in the background
6/21/2026,22:08,its dope
6/21/2026,22:09,what is this album
6/21/2026,22:10,juno overwatch?
6/21/2026,22:11,It reminds me of a Norwegian band called gjenfødt kultur but like sader vibes
6/21/2026,22:11,It means reborn culture
6/21/2026,22:12,thats very good
6/21/2026,22:12,woah
6/21/2026,22:12,wtf thats spot on
6/21/2026,22:13,The other scandies say Norwegians moan when we talk
6/21/2026,22:17,Peter looks sick
6/21/2026,22:24,Is juno popular?
6/21/2026,22:25,do yall think he sings with his eyes closed
6/21/2026,22:26,dreads or a very white man
6/21/2026,22:26,no in between
6/21/2026,22:27,!pb
6/21/2026,22:27,W
6/21/2026,22:28,You get what Im saying tho
6/21/2026,22:29,Bobby Kotick
6/21/2026,22:31,nt
6/21/2026,22:31,waga
6/21/2026,22:34,https://as1.ftcdn.net/jpg/01/08/94/96/1000_F_108949681_mXVpi7rQ1uSTAECm87Szckj23nnYlGON.jpg(Deleted by DaGreenestBean)
6/21/2026,22:34,ops
6/21/2026,22:34,that was for something else
6/21/2026,22:35,Who hhas the game?
6/21/2026,22:43,friend slop among us was peak covidf
6/21/2026,22:43,I didnt own a pc at the time
6/21/2026,22:44,Danny is Norways 1# cultural export the last 500 years
6/21/2026,22:48,What happened to the meccha camelion lobby
6/21/2026,22:49,Isa me mario
6/21/2026,22:50,isa me like itsa me
6/21/2026,22:50,Chris Pratt said it like that
6/21/2026,22:58,!discord
6/21/2026,22:59,baldie
6/21/2026,23:00,we can do finn
6/21/2026,23:00,i didnt think this far on the lowks
6/21/2026,23:12,I was peeing what happend
6/21/2026,23:13,!reste
6/21/2026,23:13,!reset
6/21/2026,23:17,Like the wikipedia card game
6/21/2026,23:18,Im 100% sure there is a way to do that with stream elemnts
6/21/2026,23:19,Can you show me the widget agian?
6/21/2026,23:19,Im reading something about custom widgets vs rugluar text layers
6/21/2026,23:20,Reading documentation gotta be bottom 3 human activities ever
6/21/2026,23:21,custom widget for chaning yes
6/21/2026,23:22,open editor
6/21/2026,23:23,surely there is a better way to do this
6/21/2026,23:23,this is basiclly making a website for the widgtet
6/21/2026,23:51,I figured out the reset thing btw
6/21/2026,23:58,You need to use the editor thing
6/21/2026,23:58,For streamelements you make like a tiny website that just can listen to chat
6/21/2026,23:58,Make a custom widget
6/21/2026,23:58,and paste this for html
6/21/2026,23:58,"<div id=""counter"">Number of Resets: loading...</div>"
6/21/2026,23:58,or like loading can be anything
6/21/2026,23:59,doesnt matter
6/21/2026,23:59,can remove
6/21/2026,23:59,"put this in js function showResetCount() { SE_API.counters.get('reset').then(function(counter) { var number = counter.count; document.getElementById('counter').innerText = 'Number of Resets: ' + number; }); } showResetCount(); setInterval(showResetCount, 2000);"
6/21/2026,23:59,"function showResetCount() { SE_API.counters.get('reset').then(function(counter) { var number = counter.count; document.getElementById('counter').innerText = 'Number of Resets: ' + number; }); } showResetCount(); setInterval(showResetCount, 2000);"
6/21/2026,23:59,in editor it should be js
6/22/2026,00:00,same place as the html was
6/22/2026,00:00,replace everything here
6/22/2026,00:01,!reset
6/22/2026,00:01,you could make !resest0 set it to +
6/22/2026,00:01,*0
6/22/2026,00:02,make !reset0 $(setcount reset 0)
6/22/2026,00:03,lol
6/22/2026,00:03,Oh maybe its just count reset 0
6/22/2026,00:04,like $(count reset 0)
6/22/2026,00:04,WWW
6/22/2026,00:05,do you want it as just like white text?
6/22/2026,00:07,!goddess
6/22/2026,00:07,damn
6/22/2026,00:07,just add raw onto it
6/22/2026,00:08,!ivy
6/22/2026,00:08,Can I sell this common ivy like a csgo knife
6/22/2026,00:09,!ivy
6/22/2026,00:09,!ivy win
6/22/2026,00:09,!ivy big win
6/22/2026,00:10,I didnt know nightbot could do this
6/22/2026,00:10,its kinda cool
6/22/2026,00:14,Ivys command is so good I kinda need to think of something intresting now
6/22/2026,00:15,IvyEatsPants
6/22/2026,00:15,A link to a gif of Ivy eating pants
6/22/2026,00:15,a facereval
6/22/2026,00:16,"Why does it say ""a(n)"""
6/22/2026,00:16,!ivy
6/22/2026,00:17,Oh grammarr is L
6/22/2026,00:19,Can mod for a little I wanna see if I can make something
6/22/2026,00:21,bean can I get mod for 2 seconds
